"indicator","subtopic","short.description","population","year","comparison","adjusted.rate.ratio","adjusted.rate.ratio.low.CI","adjusted.rate.ratio.high.CI","adjusted.for","Significant"
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults",2018,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults",2018,"Men: Maori vs non-Maori",1.92,0.72,5.12,"Age",FALSE
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults",2018,"Men: Pacific vs non-Pacific",1.02,0.34,3.05,"Age",FALSE
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults",2018,"Most deprived vs least deprived",1.29,0.38,4.44,"Age, Sex, Ethnicity",FALSE
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults",2018,"Pacific vs non-Pacific",1.18,0.56,2.51,"Age, Sex",FALSE
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults",2018,"Women vs men",0.41,0.23,0.74,"Age",TRUE
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults",2018,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults",2018,"Women: Maori vs non-Maori",NA,NA,NA,"Age",NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_9","Gambling participation frequency","Continuous forms of gambling - at least weekly","adults",2018,"Women: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_90","Wellbeing","Felt isolated from others","adults",2016,"Asian vs non-Asian",0.86,0.66,1.11,"Age, Sex",FALSE
"ind_90","Wellbeing","Felt isolated from others","adults",2016,"Maori vs non-Maori",1.19,0.98,1.45,"Age, Sex",FALSE
"ind_90","Wellbeing","Felt isolated from others","adults",2016,"Men: Asian vs non-Asian",0.83,0.55,1.26,"Age",FALSE
"ind_90","Wellbeing","Felt isolated from others","adults",2016,"Men: Maori vs non-Maori",1.2,0.9,1.62,"Age",FALSE
"ind_90","Wellbeing","Felt isolated from others","adults",2016,"Men: Most deprived vs least deprived",0.95,0.66,1.36,"Age, Ethnicity",FALSE
"ind_90","Wellbeing","Felt isolated from others","adults",2016,"Men: Pacific vs non-Pacific",0.63,0.4,0.99,"Age",TRUE
"ind_90","Wellbeing","Felt isolated from others","adults",2016,"Most deprived vs least deprived",0.98,0.76,1.27,"Age, Sex, Ethnicity",FALSE
"ind_90","Wellbeing","Felt isolated from others","adults",2016,"Pacific vs non-Pacific",0.79,0.62,1.01,"Age, Sex",FALSE
"ind_90","Wellbeing","Felt isolated from others","adults",2016,"Women vs men",1.1,0.93,1.3,"Age",FALSE
"ind_90","Wellbeing","Felt isolated from others","adults",2016,"Women: Asian vs non-Asian",0.88,0.62,1.26,"Age",FALSE
"ind_90","Wellbeing","Felt isolated from others","adults",2016,"Women: Maori vs non-Maori",1.19,0.92,1.52,"Age",FALSE
"ind_90","Wellbeing","Felt isolated from others","adults",2016,"Women: Most deprived vs least deprived",1.01,0.75,1.37,"Age, Ethnicity",FALSE
"ind_90","Wellbeing","Felt isolated from others","adults",2016,"Women: Pacific vs non-Pacific",0.95,0.7,1.29,"Age",FALSE
"ind_91","Mental distress","Ever diagnosed with a mental illness","adults",2016,"Asian vs non-Asian",0.16,0.07,0.34,"Age, Sex",TRUE
"ind_91","Mental distress","Ever diagnosed with a mental illness","adults",2016,"Maori vs non-Maori",1.31,1.02,1.68,"Age, Sex",TRUE
"ind_91","Mental distress","Ever diagnosed with a mental illness","adults",2016,"Men: Asian vs non-Asian",0.23,0.06,0.97,"Age",TRUE
"ind_91","Mental distress","Ever diagnosed with a mental illness","adults",2016,"Men: Maori vs non-Maori",1.38,0.87,2.19,"Age",FALSE
"ind_91","Mental distress","Ever diagnosed with a mental illness","adults",2016,"Men: Most deprived vs least deprived",2.27,1.27,4.04,"Age, Ethnicity",TRUE
"ind_91","Mental distress","Ever diagnosed with a mental illness","adults",2016,"Men: Pacific vs non-Pacific",0.67,0.34,1.31,"Age",FALSE
"ind_91","Mental distress","Ever diagnosed with a mental illness","adults",2016,"Most deprived vs least deprived",1.38,1.01,1.87,"Age, Sex, Ethnicity",TRUE
"ind_91","Mental distress","Ever diagnosed with a mental illness","adults",2016,"Pacific vs non-Pacific",0.64,0.42,0.97,"Age, Sex",TRUE
"ind_91","Mental distress","Ever diagnosed with a mental illness","adults",2016,"Women vs men",1.57,1.25,1.95,"Age",TRUE
"ind_91","Mental distress","Ever diagnosed with a mental illness","adults",2016,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_91","Mental distress","Ever diagnosed with a mental illness","adults",2016,"Women: Maori vs non-Maori",1.27,0.94,1.7,"Age",FALSE
"ind_91","Mental distress","Ever diagnosed with a mental illness","adults",2016,"Women: Most deprived vs least deprived",0.98,0.71,1.37,"Age, Ethnicity",FALSE
"ind_91","Mental distress","Ever diagnosed with a mental illness","adults",2016,"Women: Pacific vs non-Pacific",0.63,0.34,1.13,"Age",FALSE
"ind_92","Experience of discrimination","Treated unfairly because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Asian vs non-Asian",1.99,0.7,5.63,"Age, Sex",FALSE
"ind_92","Experience of discrimination","Treated unfairly because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Maori vs non-Maori",1.71,1.06,2.76,"Age, Sex",TRUE
"ind_92","Experience of discrimination","Treated unfairly because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_92","Experience of discrimination","Treated unfairly because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Men: Maori vs non-Maori",1.54,0.67,3.54,"Age",FALSE
"ind_92","Experience of discrimination","Treated unfairly because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_92","Experience of discrimination","Treated unfairly because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Men: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_92","Experience of discrimination","Treated unfairly because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Most deprived vs least deprived",1.19,0.61,2.35,"Age, Sex, Ethnicity",FALSE
"ind_92","Experience of discrimination","Treated unfairly because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Pacific vs non-Pacific",1.15,0.39,3.37,"Age, Sex",FALSE
"ind_92","Experience of discrimination","Treated unfairly because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Women vs men",0.65,0.4,1.04,"Age",FALSE
"ind_92","Experience of discrimination","Treated unfairly because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_92","Experience of discrimination","Treated unfairly because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Women: Maori vs non-Maori",1.89,1.07,3.33,"Age",TRUE
"ind_92","Experience of discrimination","Treated unfairly because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_92","Experience of discrimination","Treated unfairly because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Women: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_93","Experience of discrimination","Treated unfairly in the workplace because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Asian vs non-Asian",NA,NA,NA,"Age, Sex",NA
"ind_93","Experience of discrimination","Treated unfairly in the workplace because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Maori vs non-Maori",1.42,0.61,3.31,"Age, Sex",FALSE
"ind_93","Experience of discrimination","Treated unfairly in the workplace because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Men: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_93","Experience of discrimination","Treated unfairly in the workplace because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Men: Maori vs non-Maori",NA,NA,NA,"Age",NA
"ind_93","Experience of discrimination","Treated unfairly in the workplace because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Men: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_93","Experience of discrimination","Treated unfairly in the workplace because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Men: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_93","Experience of discrimination","Treated unfairly in the workplace because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Most deprived vs least deprived",NA,NA,NA,"Age, Sex, Ethnicity",NA
"ind_93","Experience of discrimination","Treated unfairly in the workplace because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Pacific vs non-Pacific",NA,NA,NA,"Age, Sex",NA
"ind_93","Experience of discrimination","Treated unfairly in the workplace because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Women vs men",0.4,0.19,0.84,"Age",TRUE
"ind_93","Experience of discrimination","Treated unfairly in the workplace because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Women: Asian vs non-Asian",NA,NA,NA,"Age",NA
"ind_93","Experience of discrimination","Treated unfairly in the workplace because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Women: Maori vs non-Maori",NA,NA,NA,"Age",NA
"ind_93","Experience of discrimination","Treated unfairly in the workplace because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Women: Most deprived vs least deprived",NA,NA,NA,"Age, Ethnicity",NA
"ind_93","Experience of discrimination","Treated unfairly in the workplace because of a diagnosed mental illness","adults with a diagnosed mental illness",2016,"Women: Pacific vs non-Pacific",NA,NA,NA,"Age",NA
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Asian vs non-Asian",0.5,0.28,0.88,"Age, Sex",TRUE
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Maori vs non-Maori",0.78,0.56,1.09,"Age, Sex",FALSE
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Men: Asian vs non-Asian",0.58,0.25,1.34,"Age",FALSE
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Men: Maori vs non-Maori",0.76,0.44,1.33,"Age",FALSE
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Men: Most deprived vs least deprived",1.49,0.91,2.46,"Age, Ethnicity",FALSE
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Men: Pacific vs non-Pacific",0.77,0.46,1.27,"Age",FALSE
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Most deprived vs least deprived",1.28,0.92,1.79,"Age, Sex, Ethnicity",FALSE
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Pacific vs non-Pacific",0.77,0.54,1.09,"Age, Sex",FALSE
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Women vs men",0.81,0.65,1.01,"Age",FALSE
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Women: Asian vs non-Asian",0.41,0.2,0.8,"Age",TRUE
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Women: Maori vs non-Maori",0.8,0.57,1.13,"Age",FALSE
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Women: Most deprived vs least deprived",1.06,0.7,1.61,"Age, Ethnicity",FALSE
"ind_94","Experience of discrimination","Tell employer if diagnosed with a mental illness","adults",2018,"Women: Pacific vs non-Pacific",0.77,0.5,1.18,"Age",FALSE
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Asian vs non-Asian",0.47,0.36,0.63,"Age, Sex",TRUE
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Maori vs non-Maori",1.1,0.99,1.23,"Age, Sex",FALSE
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Men: Asian vs non-Asian",0.44,0.27,0.71,"Age",TRUE
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Men: Maori vs non-Maori",1.13,0.93,1.36,"Age",FALSE
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Men: Most deprived vs least deprived",0.87,0.69,1.08,"Age, Ethnicity",FALSE
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Men: Pacific vs non-Pacific",0.66,0.48,0.9,"Age",TRUE
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Most deprived vs least deprived",0.91,0.79,1.04,"Age, Sex, Ethnicity",FALSE
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Pacific vs non-Pacific",0.69,0.58,0.83,"Age, Sex",TRUE
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Women vs men",1.17,1.07,1.28,"Age",TRUE
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Women: Asian vs non-Asian",0.5,0.37,0.69,"Age",TRUE
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Women: Maori vs non-Maori",1.08,0.98,1.21,"Age",FALSE
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Women: Most deprived vs least deprived",0.94,0.83,1.07,"Age, Ethnicity",FALSE
"ind_95","Experience of discrimination","Know someone who has experienced a mental illness","adults",2018,"Women: Pacific vs non-Pacific",0.72,0.6,0.86,"Age",TRUE
"ind_96","Cultural connectedness","Involvement in Maori culture - at least somewhat important","adult Maori",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age",NA
"ind_96","Cultural connectedness","Involvement in Maori culture - at least somewhat important","adult Maori",2018,"Most deprived vs least deprived",1.12,0.92,1.36,"Age, Sex",FALSE
"ind_96","Cultural connectedness","Involvement in Maori culture - at least somewhat important","adult Maori",2018,"Women vs men",1.03,0.9,1.17,"Age",FALSE
"ind_96","Cultural connectedness","Involvement in Maori culture - at least somewhat important","adult Maori",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age",NA
"ind_97","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – very well",NA,NA,NA,NA,NA,NA,NA,NA
"ind_98","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – well","adult Maori",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age",NA
"ind_98","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – well","adult Maori",2018,"Most deprived vs least deprived",NA,NA,NA,"Age, Sex",NA
"ind_98","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – well","adult Maori",2018,"Women vs men",2.66,0.79,8.96,"Age",FALSE
"ind_98","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – well","adult Maori",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age",NA
"ind_99","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – fairly well","adult Maori",2018,"Men: Most deprived vs least deprived",NA,NA,NA,"Age",NA
"ind_99","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – fairly well","adult Maori",2018,"Most deprived vs least deprived",1.5,0.4,5.61,"Age, Sex",FALSE
"ind_99","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – fairly well","adult Maori",2018,"Women vs men",1,0.57,1.75,"Age",FALSE
"ind_99","Te reo Maori","Ability to speak te reo Maori in day-to-day conversation – fairly well","adult Maori",2018,"Women: Most deprived vs least deprived",NA,NA,NA,"Age",NA
