"indicator","subtopic","short.description","population","year","group","female","female.low.CI","female.high.CI","male","male.low.CI","male.high.CI","total","total.low.CI","total.high.CI","estimated.number","estimated.number.low.CI","estimated.number.high.CI"
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2014,"Non-gambler",34.5,27.2,42.4,28.1,19.3,38.3,31.4,25.4,38,337000,272000,408000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2014,"Non-problem gambler",40.3,35.4,45.3,40.2,35,45.5,40.2,36.5,44.1,947000,859000,1038000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2014,"Low-risk gambler",44.9,24.4,66.8,54.2,26.6,80,50,31.6,68.4,54000,34000,73000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2014,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,61.7,36.2,83.2,41000,24000,55000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2014,"Maori",43.6,35.5,52,43.5,34.1,53.2,43.5,37.5,49.7,205000,177000,234000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2014,"Pacific",46.8,36,57.8,36.3,26.5,47,41.6,34.1,49.4,93000,76000,111000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2014,"Asian",29.9,15.9,47.2,22.9,11,38.9,26.5,15.2,40.7,122000,70000,187000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2014,"European/Other",40.7,35.8,45.7,38.6,33.1,44.3,39.7,35.7,43.8,1088000,979000,1201000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"Least (1-3)",38.2,32.5,44.2,37.8,31.1,44.9,38,33.5,42.7,442000,390000,496000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"Mid (4-7)",32.6,28.5,37,40.2,34.6,46.1,36.3,32.5,40.2,595000,533000,659000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"Most (8-10)",34.9,29.9,40.3,43.5,37.1,50.1,39.3,35,43.8,382000,340000,425000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"Total",35,32.2,37.8,40.4,36.9,44,37.6,35.3,39.9,1419000,1333000,1507000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"15-24",25.4,18,34.1,34.1,24.9,44.3,30,24.2,36.2,201000,162000,243000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"25-44",37.7,32.9,42.6,42.9,36.5,49.5,40.2,36.2,44.4,492000,443000,542000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"45-64",37.4,32.6,42.4,40.2,34.5,46,38.7,34.9,42.7,463000,417000,510000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"65+",34.4,28.8,40.3,42.7,36,49.6,38.5,34.1,43,263000,233000,294000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"Non-gambler",25.5,20.5,31,29.4,22.9,36.7,27.3,23.5,31.4,307000,264000,353000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"Non-problem gambler",39.4,36.1,42.9,44,39.7,48.4,41.7,38.9,44.6,1028000,959000,1098000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"Low-risk gambler",38.1,22.2,56.1,49.9,33.7,66.1,44.4,33.2,56,56000,42000,71000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"Moderate-risk or problem gambler",35.6,14.8,61.3,54.9,28.9,79,48.7,30.6,67,28000,18000,38000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"Maori",41.2,34.3,48.4,51.6,43.5,59.8,46.2,40.7,51.6,229000,202000,256000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"Pacific",32.3,25.1,40.1,35.4,26,45.7,33.9,27.5,40.8,86000,70000,104000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"Asian",17.2,11.1,25,18.3,10.8,28,17.7,13.2,23.1,98000,72000,127000
"ind_19","Attitudes to gambling harm","Pokies in pubs/clubs are more harmful than other gambling activities","adults",2016,"European/Other",38.4,35.1,41.8,44.4,40.2,48.7,41.3,38.6,44.1,1183000,1104000,1264000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2006,"Least (1-3)",16.9,11.9,22.9,21.4,14.8,29.4,19,14.9,23.7,201000,157000,251000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2006,"Mid (4-7)",23.4,16.9,31.1,22.7,16.7,29.6,23.1,18.6,28.1,315000,253000,383000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2006,"Most (8-10)",21.2,14.1,29.9,22.5,15.5,30.8,21.8,17,27.4,199000,154000,249000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2006,"Total",20.7,17.1,24.8,22.2,18.5,26.4,21.5,18.9,24.3,714000,629000,808000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2006,"15-24",16.3,10.1,24.3,26.9,16.9,39,21.6,15.8,28.5,132000,96000,173000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2006,"25-44",24.3,18.7,30.7,22.9,16.3,30.6,23.6,18.9,29,279000,223000,342000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2006,"45-64",20,13,28.7,21.7,15.8,28.7,20.8,16.2,26.2,218000,169000,273000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2006,"65+",18.7,11.1,28.6,15.6,8,26.5,17.2,11.6,24.2,86000,58000,120000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2006,"Maori",36.1,29.1,43.7,32.6,24.5,41.5,34.4,29.4,39.7,142000,121000,164000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2006,"Pacific",19.7,12.3,29.1,29.8,18,43.9,24.4,17,33,41000,29000,56000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2006,"Asian",13.6,6.3,24.4,20.5,13.4,29.2,16.8,10.7,24.6,48000,31000,71000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2006,"European/Other",19.9,15.6,24.8,20.9,16.4,26,20.4,17.2,23.9,540000,455000,633000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2008,"Least (1-3)",19.1,12.5,27.2,23.3,14.8,33.8,21.1,16,26.9,221000,168000,282000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2008,"Mid (4-7)",22.9,17.3,29.3,22.6,14.2,33,22.7,18,28.1,309000,244000,382000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2008,"Most (8-10)",17.4,12.2,23.8,32.1,22.1,43.4,24.6,18.5,31.6,235000,176000,302000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2008,"Total",20.1,16.7,23.9,25.5,20.3,31.4,22.8,19.8,26,765000,667000,874000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2008,"15-24",20.2,11.2,32,44.1,23.2,66.7,32.2,21.1,45,199000,130000,278000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2008,"25-44",17.8,12.8,23.7,29.9,22.1,38.5,23.5,19.1,28.3,282000,230000,340000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2008,"45-64",22.9,16.7,30,13.5,7.9,21.1,18,13.8,22.8,189000,145000,239000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2008,"65+",20.6,12.4,31,17.5,8,31.3,19.3,12.8,27.5,96000,63000,136000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2008,"Maori",26,18.5,34.7,22.3,14.4,31.9,24.2,19,30,102000,80000,127000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2008,"Pacific",19.3,12.7,27.4,16.2,7.6,28.7,17.8,12.3,24.6,33000,22000,45000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2008,"Asian",8.7,2,22.6,13.3,0.4,53.5,10.9,2.1,29.8,35000,7000,96000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2008,"European/Other",21.1,17,25.6,28,22.1,34.5,24.4,20.9,28.3,654000,559000,757000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"Least (1-3)",13.1,8.1,19.7,20.7,11.8,32.4,17,11.8,23.3,198000,137000,272000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"Mid (4-7)",15.8,10.6,22.2,32.4,23.6,42.2,23.6,18.3,29.6,296000,229000,371000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"Most (8-10)",22.8,17.6,28.8,16.4,11.2,22.8,19.8,15.9,24.2,203000,162000,248000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"Total",17.1,14,20.5,23.6,18.6,29.2,20.2,17.4,23.4,696000,598000,807000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"15-24",16.4,7.8,29,26.6,14.2,42.5,21.6,13.5,31.6,127000,80000,187000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"25-44",16.4,11.9,21.9,27.5,18.5,38,21.7,16.8,27.3,254000,196000,319000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"45-64",20.1,14.4,26.8,22.2,13.2,33.6,21.1,15.8,27.4,239000,178000,310000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"65+",13.1,6.7,22.1,14.7,8.1,23.8,13.8,9.1,19.8,76000,50000,108000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"Non-problem gambler",16.3,12.6,20.4,25.2,18.9,32.4,20.4,16.8,24.4,508000,418000,606000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"Low-risk gambler",53.4,32.8,73.3,42.5,24,62.6,47.3,33.8,61.1,97000,69000,126000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"Moderate-risk or problem gambler",89.7,73.8,97.6,81,57.5,94.8,84.6,70.7,93.7,91000,76000,101000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"Maori",31.2,23.3,40,32.1,21.6,44.2,31.7,24.8,39.1,138000,108000,171000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"Pacific",19.5,12.8,27.6,21.6,12.1,33.9,20.5,14.7,27.3,40000,29000,53000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"Asian",12.9,5,25.7,20.1,7.2,40.1,16.4,8.4,27.6,59000,30000,1e+05
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2010,"European/Other",16.5,12.8,20.7,23.9,18,30.7,20,16.5,23.9,541000,446000,645000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"Least (1-3)",15.1,10.2,21.2,16.2,9.7,24.8,15.7,10.8,21.6,149000,103000,205000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"Mid (4-7)",17.5,12.5,23.5,14.1,10.1,19,15.9,12.1,20.3,238000,182000,304000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"Most (8-10)",15.4,11,20.7,21,14.3,29,18.1,13.3,23.8,190000,139000,250000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"Total",16.2,13.3,19.5,16.8,13.5,20.5,16.5,14,19.3,577000,490000,676000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"15-24",17.7,9.8,28.2,19.2,9.9,32,18.4,11.4,27.4,115000,71000,170000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"25-44",15.3,11.7,19.4,19.7,14.6,25.6,17.4,14.1,21,199000,162000,240000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"45-64",17.3,12.9,22.5,13.7,8.7,20,15.6,11.9,19.9,173000,132000,221000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"65+",14.6,9.4,21.2,14.3,9.5,20.4,14.5,10.3,19.5,90000,64000,122000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"Non-problem gambler",19.7,15.8,24.1,21.6,17,26.8,20.6,17.2,24.3,469000,393000,553000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"Low-risk gambler",75.3,50.7,91.8,59.3,35.9,80,66.4,50.2,80.2,63000,47000,76000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,62.8,40.6,81.6,29000,19000,38000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"Maori",19.6,14.9,25,21.5,14.4,30.1,20.5,16.3,25.2,93000,74000,114000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"Pacific",8.8,4.7,14.6,14.5,6.9,25.5,11.5,6.8,17.9,24000,14000,37000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"Asian",14.3,6.3,26.3,10.3,2.5,25.6,12.4,6.5,20.9,49000,26000,83000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2012,"European/Other",16.9,13.5,20.8,16.9,13.2,21.2,16.9,13.9,20.3,482000,396000,578000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"Least (1-3)",13.3,8.6,19.3,11.3,6.9,17.3,12.3,8.9,16.5,141000,102000,188000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"Mid (4-7)",15.7,12.2,19.8,15,10.9,20.1,15.4,12.5,18.7,239000,195000,290000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"Most (8-10)",14.7,10.2,20.3,18.7,12.2,26.8,16.6,12.9,20.8,146000,114000,184000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"Total",14.7,12.3,17.3,14.7,11.8,17.8,14.7,12.9,16.7,528000,463000,601000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"15-24",21.1,12.7,31.7,12.3,6.3,21,16.5,11,23.4,107000,71000,151000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"25-44",17.3,13,22.4,22.4,16.3,29.4,19.8,16.1,23.8,229000,187000,277000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"45-64",12.7,8.9,17.2,10,5.9,15.7,11.4,8.6,14.7,125000,94000,161000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"65+",8.2,5,12.4,11.3,6.7,17.5,9.6,6.8,13.2,67000,47000,92000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"Non-problem gambler",18.8,15.4,22.7,18.1,14.2,22.5,18.5,15.8,21.4,435000,373000,503000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"Low-risk gambler",48.5,26.6,70.9,29.8,11.4,54.8,38.2,23.6,54.6,41000,25000,58000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"Moderate-risk or problem gambler",NA,NA,NA,NA,NA,NA,79.1,51.6,95.1,52000,34000,63000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"Maori",19.1,13.6,25.7,20.2,13.4,28.6,19.6,15.4,24.5,92000,72000,115000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"Pacific",22.5,11.3,37.6,12.9,6.7,21.7,17.7,11.1,26.1,40000,25000,59000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"Asian",5,1.4,12.3,3.9,0.6,12.7,4.5,1.6,9.5,21000,8000,44000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2014,"European/Other",15.9,12.9,19.3,15.4,12,19.4,15.7,13.4,18.2,430000,367000,5e+05
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"Least (1-3)",9,6.2,12.6,11.6,7.7,16.7,10.3,7.5,13.7,119000,87000,159000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"Mid (4-7)",14.3,10.9,18.2,12.1,8.7,16.4,13.2,10.7,16.1,217000,175000,265000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"Most (8-10)",12.8,9.4,16.9,10.7,7.3,14.8,11.7,9.2,14.7,114000,89000,142000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"Total",12.3,10.3,14.5,11.6,9.4,14,11.9,10.4,13.7,450000,392000,515000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"15-24",14.9,9.1,22.4,12.6,7.2,20,13.7,9.7,18.6,92000,65000,125000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"25-44",13.1,10,16.8,15.9,11.2,21.8,14.5,11.6,17.8,177000,142000,218000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"45-64",12.8,9.5,16.7,8.6,5.9,11.9,10.8,8.5,13.5,129000,102000,161000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"65+",7.3,4.8,10.5,7.8,4.9,11.8,7.5,5.6,10,52000,38000,68000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"Non-problem gambler",15.6,13,18.6,12.4,9.6,15.6,14,12,16.3,346000,296000,401000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"Low-risk gambler",51.1,33.2,68.8,48.7,32.3,65.4,49.9,38.2,61.5,63000,48000,77000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"Moderate-risk or problem gambler",64.7,35.7,87.4,76.2,54.6,91,72.5,56,85.5,42000,32000,49000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"Maori",22,16.9,27.7,19.7,13.2,27.6,20.9,16.7,25.6,104000,83000,127000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"Pacific",10.9,6.2,17.5,13.7,7.9,21.5,12.4,8.6,17,31000,22000,43000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"Asian",7.2,2.8,14.7,8.2,2.5,18.7,7.7,3.9,13.3,42000,21000,73000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2016,"European/Other",12.3,10.1,14.7,11.9,9.5,14.7,12.1,10.3,14,346000,296000,402000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2018,"Least (1-3)",10,6.3,14.7,6.7,3.6,11.1,8.3,5.7,11.7,105000,72000,147000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2018,"Mid (4-7)",11.9,8.9,15.6,14.2,8,22.7,13,9.4,17.4,203000,146000,271000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2018,"Most (8-10)",17.4,13.3,22.1,19.4,13,27.2,18.4,14.6,22.6,202000,161000,249000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2018,"Total",12.7,10.7,15.1,13.2,9.8,17.2,13,10.9,15.3,510000,431000,603000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2018,"15-24",9.8,4.7,17.4,18.3,6.8,36.3,14.2,7,24.5,95000,47000,165000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2018,"25-44",13.2,9.7,17.3,14,9.1,20.4,13.6,10.5,17.2,177000,136000,224000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2018,"45-64",15.1,11.1,19.9,9.9,5.7,15.8,12.6,9.6,16.2,151000,115000,194000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2018,"65+",10.8,7.2,15.4,11.8,7.6,17.4,11.3,8.6,14.5,87000,67000,112000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2018,"Non-problem gambler",18,14.9,21.3,17.6,12.6,23.5,17.8,14.8,21,432000,361000,512000
"ind_2","Gambling participation","Pokies at pub/club/casino","adults",2018,"Low-risk gambler",24.8,11.5,42.8,22.4,6.5,47.7,23.1,10.9,39.8,33000,16000,56000
